                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    138,                 1.7818,                 1.8413,                 1.8075,                0.39193,                0.18132,                0.21644,                0.09888,                 2.2317,                 2.2954,                 2.1819,               0.000689,               0.000689,               0.000689
                    139,                 1.7883,                  1.835,                   1.79,                0.29093,                0.19699,                0.19675,                0.09355,                 2.1591,                 2.2304,                  2.156,             0.00068488,             0.00068488,             0.00068488
                    140,                 1.8095,                 1.9242,                 1.8001,                0.31328,                0.23808,                 0.1781,                0.08398,                 2.1946,                 2.2958,                 2.1805,             0.00068075,             0.00068075,             0.00068075
                    141,                 1.7302,                 1.7927,                 1.7735,                0.28129,                0.29151,                0.21834,                0.10463,                 2.1559,                  2.311,                 2.2011,             0.00067663,             0.00067663,             0.00067663
                    142,                 1.7474,                 1.8501,                 1.7738,                0.32692,                 0.2699,                0.21552,                0.10137,                 2.1501,                 2.1981,                 2.1752,              0.0006725,              0.0006725,              0.0006725
                    143,                 1.7368,                 1.8712,                 1.8044,                0.42143,                0.19989,                0.19966,                0.09216,                 2.1797,                 2.5736,                 2.1774,             0.00066838,             0.00066838,             0.00066838
                    144,                 1.6578,                  1.794,                 1.7366,                 0.2796,                0.21375,                0.19495,                0.09444,                 2.1647,                 2.3297,                 2.1972,             0.00066425,             0.00066425,             0.00066425
                    145,                  1.729,                  1.807,                 1.7888,                0.25769,                0.20681,                0.19055,                0.08562,                 2.1732,                 2.4898,                 2.1745,             0.00066013,             0.00066013,             0.00066013
                    146,                 1.7203,                 1.8085,                 1.7606,                0.23379,                0.21424,                0.16264,                0.07151,                 2.1582,                 2.4518,                 2.1461,               0.000656,               0.000656,               0.000656
                    147,                 1.7547,                 1.8201,                 1.7863,                0.24378,                0.31811,                0.20319,                0.09242,                 2.1677,                 2.3457,                 2.1467,             0.00065188,             0.00065188,             0.00065188
                    148,                 1.7884,                 1.7745,                 1.7575,                0.32108,                0.18598,                0.20132,                0.08831,                 2.1896,                 2.3353,                 2.1735,             0.00064775,             0.00064775,             0.00064775
                    149,                 1.7363,                  1.755,                 1.7726,                0.22315,                0.27905,                0.19466,                0.09516,                 2.1463,                  2.354,                 2.1501,             0.00064362,             0.00064362,             0.00064362
                    150,                 1.7436,                 1.8028,                 1.7738,                0.62872,                0.18886,                0.19622,                0.09468,                 2.1796,                 2.3617,                 2.1705,              0.0006395,              0.0006395,              0.0006395
                    151,                 1.6624,                 1.7414,                 1.7197,                 0.3086,                 0.2468,                0.18455,                0.08084,                 2.2403,                 2.4154,                 2.2408,             0.00063538,             0.00063538,             0.00063538
                    152,                 1.6918,                 1.7893,                 1.7319,                0.17794,                0.33062,                0.19764,                0.09109,                  2.123,                 2.3481,                 2.1268,             0.00063125,             0.00063125,             0.00063125
                    153,                 1.6786,                 1.7254,                 1.7265,                0.21247,                0.23134,                 0.1983,                0.09516,                 2.2101,                 2.3091,                  2.158,             0.00062713,             0.00062713,             0.00062713
                    154,                 1.6701,                 1.7275,                 1.7398,                0.22671,                0.30134,                0.18397,                0.08252,                 2.2382,                  2.337,                  2.209,               0.000623,               0.000623,               0.000623
                    155,                 1.6685,                  1.764,                  1.713,                0.28701,                0.20105,                0.19318,                0.08496,                 2.2481,                 2.2725,                 2.2462,             0.00061887,             0.00061887,             0.00061887
                    156,                 1.7938,                 1.8472,                 1.7897,                0.30001,                0.30343,                0.21251,                0.09889,                 2.1769,                 2.3129,                 2.1712,             0.00061475,             0.00061475,             0.00061475
                    157,                 1.6991,                 1.7164,                 1.7651,                0.25733,                0.27601,                0.20805,                0.09767,                 2.1827,                 2.2561,                   2.15,             0.00061062,             0.00061062,             0.00061062
                    158,                 1.6777,                 1.6518,                 1.6868,                0.31503,                  0.306,                0.21302,                0.10057,                   2.18,                 2.2464,                 2.1908,              0.0006065,              0.0006065,              0.0006065
                    159,                 1.6695,                 1.6946,                 1.7283,                0.29342,                0.20359,                0.20486,                0.09704,                 2.1911,                 2.2815,                  2.169,             0.00060238,             0.00060238,             0.00060238
                    160,                 1.6752,                 1.7382,                 1.7407,                 0.2615,                0.26712,                0.20617,                0.09756,                 2.2319,                 2.3758,                 2.2254,             0.00059825,             0.00059825,             0.00059825
                    161,                 1.6808,                 1.7498,                  1.763,                0.38351,                0.26712,                0.21208,                0.09752,                 2.2274,                  2.401,                 2.1994,             0.00059413,             0.00059413,             0.00059413
                    162,                 1.6818,                 1.6652,                 1.7258,                0.35587,                0.34894,                0.23331,                0.10074,                 2.1745,                 2.2708,                 2.1723,                0.00059,                0.00059,                0.00059
                    163,                 1.6792,                 1.6705,                 1.7048,                 0.6091,                0.19817,                0.19338,                0.08947,                 2.1532,                 2.3141,                 2.1679,             0.00058588,             0.00058588,             0.00058588
                    164,                 1.6479,                 1.6542,                 1.7232,                0.29474,                0.21546,                0.21921,                0.10364,                  2.136,                  2.294,                 2.1851,             0.00058175,             0.00058175,             0.00058175
                    165,                 1.6528,                 1.6519,                 1.6831,                0.28574,                0.27525,                0.21245,                0.09963,                 2.1324,                 2.3007,                 2.1243,             0.00057763,             0.00057763,             0.00057763
                    166,                 1.6392,                 1.6541,                 1.6553,                 0.1938,                0.31064,                0.20718,                0.10068,                 2.1797,                 2.3129,                 2.1899,              0.0005735,              0.0005735,              0.0005735
                    167,                 1.6903,                 1.6801,                 1.7155,                0.23662,                0.28855,                0.18533,                0.08791,                 2.1504,                 2.2724,                 2.1031,             0.00056938,             0.00056938,             0.00056938
                    168,                 1.6383,                 1.6553,                 1.7063,                0.21402,                0.25431,                0.21575,                 0.1116,                 2.1016,                  2.189,                 2.0935,             0.00056525,             0.00056525,             0.00056525
                    169,                  1.574,                 1.6139,                 1.6721,                0.63158,                 0.1968,                0.20326,                0.09267,                 2.2354,                 2.2942,                 2.2214,             0.00056112,             0.00056112,             0.00056112
                    170,                 1.6308,                 1.6198,                 1.6974,                0.20384,                0.23696,                0.20909,                0.10288,                 2.1617,                 2.2659,                  2.128,               0.000557,               0.000557,               0.000557
                    171,                 1.6988,                 1.6748,                 1.6767,                0.22508,                0.23704,                0.20166,                 0.1055,                 2.1035,                 2.2124,                  2.081,             0.00055287,             0.00055287,             0.00055287
                    172,                  1.665,                 1.6126,                 1.7408,                0.34884,                0.28525,                0.24759,                0.09389,                 2.0499,                 2.2734,                 2.0666,             0.00054875,             0.00054875,             0.00054875
                    173,                 1.6298,                 1.6113,                 1.6505,                0.39222,                0.32454,                0.23585,                0.10998,                 2.0543,                 2.2858,                 2.0465,             0.00054463,             0.00054463,             0.00054463
                    174,                 1.6602,                 1.6873,                 1.6948,                0.34901,                0.26835,                0.20877,                 0.0974,                 2.1117,                 2.2523,                 2.1066,              0.0005405,              0.0005405,              0.0005405
                    175,                 1.6433,                 1.6717,                 1.6888,                0.27831,                0.23467,                0.20853,                 0.1051,                 2.1442,                 2.2844,                 2.1477,             0.00053638,             0.00053638,             0.00053638
                    176,                 1.5771,                 1.5826,                 1.6517,                0.28637,                0.28974,                0.20568,                 0.1008,                 2.1799,                 2.3267,                 2.1333,             0.00053225,             0.00053225,             0.00053225
                    177,                 1.5941,                 1.6021,                 1.6731,                0.21576,                0.24582,                0.19621,                0.09456,                 2.1596,                 2.4009,                  2.138,             0.00052812,             0.00052812,             0.00052812
                    178,                 1.6192,                  1.607,                 1.6649,                0.23409,                0.25259,                0.20484,                0.10038,                 2.1461,                 2.2822,                 2.1187,               0.000524,               0.000524,               0.000524
                    179,                 1.6081,                 1.6131,                 1.6788,                0.31756,                0.17844,                0.20394,                0.09774,                 2.1674,                 2.2436,                  2.153,             0.00051988,             0.00051988,             0.00051988
                    180,                 1.5951,                 1.5993,                 1.6771,                0.35625,                0.24997,                 0.2386,                0.10834,                 2.0751,                  2.202,                 2.0976,             0.00051575,             0.00051575,             0.00051575
                    181,                  1.572,                 1.5074,                 1.6222,                0.42101,                0.27377,                0.26247,                0.10295,                 2.1756,                 2.2636,                 2.1456,             0.00051163,             0.00051163,             0.00051163
                    182,                 1.6015,                 1.5483,                 1.6578,                0.31276,                0.30741,                0.21933,                0.10234,                  2.136,                 2.3131,                 2.1098,              0.0005075,              0.0005075,              0.0005075
                    183,                 1.5707,                 1.5395,                 1.6309,                0.46165,                0.24858,                0.23987,                0.11124,                 2.0817,                 2.2474,                 2.0931,             0.00050337,             0.00050337,             0.00050337
                    184,                 1.5431,                   1.52,                 1.6429,                0.25435,                0.32454,                0.21887,                0.10603,                 2.1503,                 2.1968,                 2.1485,             0.00049925,             0.00049925,             0.00049925
                    185,                 1.5766,                 1.5966,                 1.6505,                 0.3397,                0.27472,                0.21104,                0.09617,                 2.1789,                 2.2208,                 2.1901,             0.00049513,             0.00049513,             0.00049513
                    186,                 1.5625,                 1.5508,                 1.6465,                0.25878,                0.24232,                0.21685,                0.10078,                 2.1885,                 2.2608,                 2.1825,               0.000491,               0.000491,               0.000491
                    187,                 1.6345,                 1.5774,                 1.6679,                0.20262,                0.20346,                 0.1588,                0.07498,                 2.2616,                 2.3217,                 2.2207,             0.00048687,             0.00048687,             0.00048687
                    188,                 1.6765,                 1.6199,                 1.7268,                0.31602,                0.23412,                0.23151,                0.11352,                 2.1851,                 2.2284,                  2.166,             0.00048275,             0.00048275,             0.00048275
                    189,                 1.5823,                 1.5396,                 1.6208,                0.63442,                0.22307,                0.22695,                0.10761,                 2.2254,                 2.1902,                 2.2147,             0.00047863,             0.00047863,             0.00047863
                    190,                 1.5524,                 1.5045,                 1.6033,                0.31685,                0.20164,                0.21757,                0.10529,                 2.1324,                 2.2597,                 2.1469,              0.0004745,              0.0004745,              0.0004745
                    191,                 1.5752,                 1.4825,                 1.6301,                0.39823,                0.25377,                0.27912,                0.10942,                 2.1858,                  2.266,                 2.1774,             0.00047038,             0.00047038,             0.00047038
                    192,                 1.5606,                 1.5299,                 1.6563,                0.52368,                0.21614,                0.28306,                0.11898,                 2.2088,                 2.2405,                 2.1872,             0.00046625,             0.00046625,             0.00046625
                    193,                 1.5795,                  1.529,                  1.617,                0.26395,                0.20681,                0.19995,                0.09495,                 2.2542,                 2.2517,                 2.2574,             0.00046212,             0.00046212,             0.00046212
                    194,                 1.5515,                 1.4912,                 1.6306,                0.30294,                 0.1831,                0.19193,                0.09816,                 2.1437,                 2.3409,                 2.0984,               0.000458,               0.000458,               0.000458
                    195,                 1.5759,                 1.5149,                 1.5953,                0.61985,                0.22782,                0.21144,                0.10266,                 2.1926,                 2.2597,                 2.1684,             0.00045388,             0.00045388,             0.00045388
                    196,                 1.5796,                 1.4932,                 1.6114,                0.25389,                0.24458,                0.20952,                0.10078,                 2.1603,                 2.3688,                 2.1741,             0.00044975,             0.00044975,             0.00044975
                    197,                 1.5062,                 1.4637,                 1.6195,                0.31011,                0.19743,                0.21109,                0.10565,                  2.152,                 2.2398,                 2.1658,             0.00044563,             0.00044563,             0.00044563
                    198,                  1.543,                  1.466,                 1.5754,                0.26203,                0.19758,                0.19963,                0.09533,                 2.1356,                  2.213,                 2.1344,              0.0004415,              0.0004415,              0.0004415
                    199,                 1.5267,                 1.4655,                 1.5852,                0.32922,                0.27822,                0.23263,                0.10308,                 2.2276,                 2.3266,                 2.1909,             0.00043738,             0.00043738,             0.00043738
                    200,                 1.4865,                 1.4339,                 1.5736,                0.23175,                 0.3419,                0.21077,                0.09921,                 2.2028,                 2.2483,                 2.1608,             0.00043325,             0.00043325,             0.00043325
                    201,                  1.552,                 1.5104,                 1.6172,                0.28614,                0.30015,                0.20506,                 0.1012,                  2.174,                  2.289,                 2.1363,             0.00042912,             0.00042912,             0.00042912
                    202,                 1.5317,                  1.453,                  1.623,                0.40997,                0.28686,                0.23962,                0.11215,                 2.1607,                 2.1883,                 2.1689,               0.000425,               0.000425,               0.000425
                    203,                 1.5049,                 1.4549,                 1.5784,                0.38145,                0.24728,                0.25368,                0.09901,                 2.2936,                 2.2626,                 2.2416,             0.00042087,             0.00042087,             0.00042087
                    204,                 1.5339,                 1.4632,                  1.608,                0.48791,                0.23992,                0.25562,                0.11132,                 2.2812,                 2.2649,                 2.2166,             0.00041675,             0.00041675,             0.00041675
                    205,                 1.5847,                 1.4991,                 1.6512,                0.42326,                0.26587,                0.22957,                0.10794,                 2.2332,                 2.1937,                 2.2002,             0.00041263,             0.00041263,             0.00041263
                    206,                  1.524,                  1.451,                 1.5954,                0.32206,                0.38745,                0.24979,                0.11518,                 2.1519,                 2.1899,                 2.1227,              0.0004085,              0.0004085,              0.0004085
                    207,                 1.4451,                 1.5731,                 1.5203,                0.37323,                0.28507,                0.23933,                0.11149,                 2.2097,                 2.2595,                  2.199,             0.00040438,             0.00040438,             0.00040438
                    208,                 1.5311,                 1.4684,                 1.6227,                0.33216,                0.26543,                0.19993,                0.09402,                 2.3048,                 2.2625,                 2.3117,             0.00040025,             0.00040025,             0.00040025
                    209,                  1.521,                 1.4794,                 1.5835,                0.29536,                0.22307,                0.20454,                0.09816,                 2.2422,                 2.2078,                 2.2205,             0.00039613,             0.00039613,             0.00039613
                    210,                 1.4667,                  1.442,                 1.5669,                0.27558,                0.23179,                0.20458,                0.09964,                 2.2247,                 2.2713,                 2.1707,               0.000392,               0.000392,               0.000392
                    211,                 1.5375,                 1.4413,                 1.6007,                0.32237,                0.20283,                0.21427,                0.10703,                 2.2047,                 2.1823,                 2.2135,             0.00038788,             0.00038788,             0.00038788
                    212,                 1.4855,                 1.3869,                 1.5626,                0.33351,                0.31857,                 0.2349,                0.10813,                 2.2419,                  2.167,                 2.2403,             0.00038375,             0.00038375,             0.00038375
                    213,                 1.5025,                  1.393,                 1.5846,                 0.2212,                0.35698,                0.21673,                0.09991,                 2.2631,                  2.215,                 2.2887,             0.00037962,             0.00037962,             0.00037962
                    214,                 1.4632,                 1.3897,                 1.5682,                0.24976,                0.31523,                0.19553,                0.09468,                 2.2238,                 2.2785,                 2.1549,              0.0003755,              0.0003755,              0.0003755
                    215,                 1.4445,                 1.3889,                 1.5442,                0.31868,                0.28666,                0.21504,                  0.103,                 2.1747,                 2.2414,                 2.1265,             0.00037138,             0.00037138,             0.00037138
                    216,                 1.4951,                  1.427,                 1.5561,                0.23815,                0.31982,                0.21653,                 0.1047,                 2.2453,                 2.2516,                 2.2059,             0.00036725,             0.00036725,             0.00036725
                    217,                 1.5196,                 1.4176,                 1.5746,                0.28569,                0.23497,                0.21425,                0.10473,                 2.1737,                 2.2729,                 2.1879,             0.00036313,             0.00036313,             0.00036313
                    218,                 1.4315,                 1.3693,                 1.5441,                0.43637,                0.24353,                0.21806,                0.10921,                 2.2057,                 2.3691,                 2.1768,               0.000359,               0.000359,               0.000359
                    219,                 1.5247,                 1.4611,                 1.5782,                0.38661,                 0.2893,                0.23133,                0.10589,                 2.1873,                 2.2861,                 2.2025,             0.00035487,             0.00035487,             0.00035487
                    220,                 1.4764,                 1.3835,                 1.5246,                 0.2912,                0.29247,                0.20545,                0.09317,                  2.276,                 2.3018,                 2.2637,             0.00035075,             0.00035075,             0.00035075
                    221,                 1.4473,                 1.3467,                 1.5305,                0.26444,                0.25322,                0.22199,                0.09945,                 2.2228,                 2.3179,                 2.2409,             0.00034663,             0.00034663,             0.00034663
                    222,                  1.494,                 1.3612,                 1.5587,                0.25147,                0.24687,                0.22105,                0.10304,                 2.1836,                 2.3268,                 2.2452,              0.0003425,              0.0003425,              0.0003425
                    223,                  1.432,                 1.3762,                  1.529,                0.33016,                0.33011,                0.23387,                0.10866,                  2.206,                 2.3078,                 2.2331,             0.00033838,             0.00033838,             0.00033838
                    224,                 1.4306,                 1.3611,                 1.5474,                0.23398,                0.33223,                0.21278,                0.10361,                 2.2267,                 2.3472,                 2.2278,             0.00033425,             0.00033425,             0.00033425
                    225,                 1.4395,                 1.3636,                 1.5514,                0.24265,                0.31357,                0.22827,                  0.113,                 2.1705,                 2.2475,                 2.1939,             0.00033013,             0.00033013,             0.00033013
                    226,                 1.4769,                 1.3909,                 1.5939,                0.24051,                 0.3425,                0.22636,                0.10642,                 2.2644,                 2.2927,                 2.2521,               0.000326,               0.000326,               0.000326
                    227,                 1.4997,                 1.3902,                 1.5689,                0.33196,                0.29083,                0.22488,                0.10397,                 2.2934,                  2.276,                 2.3116,             0.00032188,             0.00032188,             0.00032188
                    228,                 1.4246,                 1.3411,                 1.5339,                0.43858,                0.26772,                0.25176,                0.11614,                 2.2315,                  2.192,                 2.2435,             0.00031775,             0.00031775,             0.00031775
                    229,                 1.4132,                 1.3807,                 1.5097,                0.44063,                0.22944,                0.27188,                0.10956,                 2.2319,                 2.2382,                 2.2189,             0.00031362,             0.00031362,             0.00031362
                    230,                   1.45,                 1.3532,                  1.537,                0.44468,                0.24511,                0.25287,                  0.118,                 2.2178,                  2.237,                 2.2084,              0.0003095,              0.0003095,              0.0003095
                    231,                  1.393,                 1.3506,                 1.5251,                0.36583,                0.29442,                0.28317,                0.11438,                 2.2541,                 2.2926,                 2.2559,             0.00030538,             0.00030538,             0.00030538
                    232,                 1.5047,                 1.3957,                 1.6009,                0.32749,                0.31011,                0.24541,                0.10168,                 2.2517,                 2.2808,                 2.1988,             0.00030125,             0.00030125,             0.00030125
                    233,                 1.4271,                  1.346,                 1.5278,                0.38376,                0.25798,                0.23632,                0.10426,                 2.2393,                 2.2231,                 2.2016,             0.00029713,             0.00029713,             0.00029713
                    234,                 1.4082,                 1.3004,                 1.5323,                0.33384,                 0.2552,                0.21298,                0.10161,                 2.1893,                 2.3328,                 2.1664,               0.000293,               0.000293,               0.000293
                    235,                 1.4557,                 1.3503,                 1.5299,                0.54376,                  0.221,                0.24157,                0.11059,                 2.2193,                 2.2557,                 2.2116,             0.00028888,             0.00028888,             0.00028888
                    236,                 1.4522,                 1.3099,                 1.5352,                0.37565,                0.27466,                 0.2407,                0.11092,                 2.2137,                 2.2192,                 2.1656,             0.00028475,             0.00028475,             0.00028475
                    237,                  1.402,                 1.3151,                 1.5082,                0.40642,                0.26309,                0.23284,                0.10713,                 2.1792,                 2.2654,                 2.1592,             0.00028063,             0.00028063,             0.00028063
                    238,                 1.3994,                    1.3,                 1.4917,                0.44958,                0.25947,                0.27715,                0.12332,                 2.2141,                 2.2343,                 2.2052,              0.0002765,              0.0002765,              0.0002765
                    239,                 1.4247,                 1.3445,                 1.5358,                0.40664,                0.24917,                0.22207,                0.09776,                 2.2612,                 2.2866,                 2.2444,             0.00027237,             0.00027237,             0.00027237
                    240,                 1.3792,                 1.2802,                 1.5153,                0.35706,                0.27873,                0.22504,                0.09261,                 2.1882,                 2.2901,                 2.2009,             0.00026825,             0.00026825,             0.00026825
                    241,                 1.4184,                 1.2985,                 1.5321,                0.48065,                0.24392,                0.27635,                0.10662,                  2.224,                 2.2156,                 2.2424,             0.00026413,             0.00026413,             0.00026413
                    242,                 1.3934,                 1.2697,                 1.5035,                0.48017,                0.23062,                0.26334,                 0.1159,                 2.1993,                 2.2852,                 2.2096,                0.00026,                0.00026,                0.00026
                    243,                 1.3791,                 1.2841,                 1.4884,                0.47851,                0.24511,                 0.2527,                 0.1156,                 2.2064,                 2.2404,                 2.2002,             0.00025587,             0.00025587,             0.00025587
                    244,                 1.3678,                 1.2853,                  1.516,                0.37184,                0.29731,                0.24123,                0.11217,                 2.2003,                 2.2854,                 2.2238,             0.00025175,             0.00025175,             0.00025175
                    245,                 1.3664,                  1.345,                 1.4796,                0.32086,                 0.3187,                0.23072,                 0.1106,                 2.1536,                 2.2287,                 2.1809,             0.00024762,             0.00024762,             0.00024762
                    246,                 1.3729,                 1.2378,                 1.4847,                0.32592,                 0.3349,                0.23094,                0.10727,                 2.2172,                 2.2293,                  2.243,              0.0002435,              0.0002435,              0.0002435
                    247,                 1.3469,                 1.2657,                 1.5052,                0.26047,                0.33318,                0.22546,                0.09901,                 2.2638,                 2.3529,                 2.2436,             0.00023938,             0.00023938,             0.00023938
                    248,                 1.3989,                 1.3289,                 1.5034,                0.33605,                 0.3071,                0.23361,                0.10955,                 2.2282,                 2.2984,                  2.217,             0.00023525,             0.00023525,             0.00023525
                    249,                 1.4226,                 1.3016,                 1.5373,                0.32189,                 0.3419,                0.24062,                 0.1088,                 2.2042,                 2.2891,                 2.2165,             0.00023112,             0.00023112,             0.00023112
                    250,                 1.3293,                 1.2416,                 1.4703,                0.49324,                0.24198,                0.25474,                 0.1107,                  2.211,                 2.2138,                 2.2345,               0.000227,               0.000227,               0.000227
                    251,                 1.3512,                 1.2526,                 1.4791,                0.28494,                0.32107,                0.23056,                0.11166,                 2.1899,                 2.2159,                 2.2186,             0.00022288,             0.00022288,             0.00022288
                    252,                 1.3887,                 1.2642,                 1.5143,                0.28053,                0.35351,                0.23487,                0.10748,                 2.2218,                 2.2666,                 2.2438,             0.00021875,             0.00021875,             0.00021875
                    253,                 1.3493,                 1.1936,                 1.4721,                0.29826,                0.35003,                0.24162,                0.10817,                 2.2405,                 2.2438,                 2.2641,             0.00021462,             0.00021462,             0.00021462
                    254,                  1.405,                 1.3043,                 1.5036,                0.29374,                0.31929,                0.23102,                0.10712,                 2.2221,                 2.2446,                 2.2568,              0.0002105,              0.0002105,              0.0002105
                    255,                 1.3855,                 1.2722,                 1.4825,                0.51132,                0.24223,                0.25398,                0.11411,                 2.1778,                 2.2227,                 2.1935,             0.00020637,             0.00020637,             0.00020637
                    256,                 1.3624,                 1.2389,                 1.4887,                0.48508,                0.25671,                0.26035,                 0.1207,                 2.1975,                 2.2182,                 2.2112,             0.00020225,             0.00020225,             0.00020225
                    257,                 1.3014,                 1.2383,                 1.4427,                0.44667,                0.27813,                0.29046,                0.12041,                 2.1442,                  2.198,                 2.1589,             0.00019813,             0.00019813,             0.00019813
                    258,                  1.373,                 1.2322,                 1.4903,                0.54442,                0.24163,                0.24788,                0.11371,                 2.1785,                 2.1784,                 2.2064,               0.000194,               0.000194,               0.000194
                    259,                 1.3307,                 1.2097,                 1.4617,                0.32276,                0.30422,                0.23321,                0.10865,                 2.2084,                 2.1038,                 2.2309,             0.00018987,             0.00018987,             0.00018987
                    260,                 1.3073,                 1.2093,                 1.4631,                0.30858,                0.29956,                0.22783,                0.10791,                 2.2413,                 2.3032,                 2.2425,             0.00018575,             0.00018575,             0.00018575
                    261,                   1.37,                 1.2226,                 1.4784,                0.30039,                0.32395,                 0.2223,                0.10301,                 2.2565,                 2.3096,                 2.2715,             0.00018163,             0.00018163,             0.00018163
                    262,                  1.322,                 1.2027,                 1.4743,                0.48044,                0.25885,                0.25627,                0.11413,                 2.1864,                 2.2713,                 2.2339,              0.0001775,              0.0001775,              0.0001775
                    263,                 1.3616,                 1.2912,                  1.504,                0.46527,                0.24104,                0.23948,                0.10315,                 2.1933,                 2.2529,                 2.2184,             0.00017338,             0.00017338,             0.00017338
                    264,                 1.3812,                 1.2638,                 1.5025,                0.29338,                0.23682,                0.22316,                 0.1053,                 2.1588,                 2.2187,                 2.1838,             0.00016925,             0.00016925,             0.00016925
                    265,                 1.3469,                 1.2053,                 1.4731,                0.29924,                0.24506,                0.21661,                0.10362,                 2.1968,                 2.2396,                 2.2087,             0.00016512,             0.00016512,             0.00016512
                    266,                 1.3044,                 1.1854,                 1.4471,                0.28842,                0.33089,                 0.2258,                0.10301,                 2.1808,                 2.3023,                 2.1845,               0.000161,               0.000161,               0.000161
                    267,                 1.3434,                 1.2247,                 1.4649,                0.35479,                0.29286,                0.22574,                0.10214,                  2.154,                 2.3048,                 2.1652,             0.00015688,             0.00015688,             0.00015688
                    268,                 1.3439,                 1.2203,                 1.4802,                 0.2873,                0.22942,                0.21542,                0.10432,                 2.1589,                 2.2349,                  2.191,             0.00015275,             0.00015275,             0.00015275
                    269,                 1.3112,                 1.1953,                 1.4547,                 0.5334,                 0.2299,                 0.2801,                0.11448,                 2.1701,                 2.2546,                 2.2121,             0.00014862,             0.00014862,             0.00014862
                    270,                 1.3252,                 1.2136,                 1.4875,                0.34826,                0.27956,                0.22214,                0.10265,                 2.2174,                 2.1946,                 2.2248,              0.0001445,              0.0001445,              0.0001445
                    271,                   1.34,                 1.1603,                 1.4477,                0.29684,                0.32866,                0.21796,                 0.1035,                 2.1866,                 2.2255,                 2.1919,             0.00014038,             0.00014038,             0.00014038
                    272,                 1.3173,                 1.1758,                 1.4516,                0.23285,                0.27058,                0.21674,                0.10259,                 2.2206,                 2.2302,                 2.2435,             0.00013625,             0.00013625,             0.00013625
                    273,                 1.3288,                 1.2088,                 1.4635,                0.31388,                0.22654,                0.22419,                0.10729,                 2.1242,                 2.1673,                 2.1516,             0.00013212,             0.00013212,             0.00013212
                    274,                 1.3112,                 1.2197,                 1.4421,                0.30491,                0.21782,                0.21404,                0.10841,                 2.1519,                 2.1665,                 2.1727,               0.000128,               0.000128,               0.000128
                    275,                  1.368,                 1.1954,                 1.4605,                0.32574,                0.23486,                0.22436,                0.10729,                 2.1524,                 2.2054,                 2.1741,             0.00012387,             0.00012387,             0.00012387
                    276,                 1.3004,                 1.1927,                 1.4259,                0.40348,                 0.2761,                0.24493,                0.10983,                 2.1355,                 2.1503,                  2.158,             0.00011975,             0.00011975,             0.00011975
                    277,                 1.3014,                  1.167,                  1.425,                0.46002,                0.26772,                0.24195,                0.11015,                 2.1778,                  2.242,                 2.1985,             0.00011563,             0.00011563,             0.00011563
                    278,                 1.2572,                 1.1349,                 1.4307,                0.36331,                0.29956,                0.22995,                0.10404,                  2.154,                 2.2441,                 2.1862,              0.0001115,              0.0001115,              0.0001115
                    279,                 1.2752,                 1.1578,                 1.4538,                0.34607,                 0.2965,                0.23723,                0.10876,                 2.1349,                 2.1991,                 2.1852,             0.00010737,             0.00010737,             0.00010737
                    280,                 1.2996,                 1.1723,                 1.4361,                0.34103,                0.31463,                0.22776,                0.10349,                 2.2067,                 2.2074,                 2.2192,             0.00010325,             0.00010325,             0.00010325
                    281,                 1.3057,                 1.2113,                 1.4409,                0.34136,                0.32336,                0.23145,                 0.1033,                 2.2014,                 2.2543,                 2.2227,             9.9125e-05,             9.9125e-05,             9.9125e-05
                    282,                 1.2802,                 1.1557,                   1.42,                0.33091,                0.31539,                0.22835,                0.10366,                 2.2006,                 2.2533,                 2.2313,                9.5e-05,                9.5e-05,                9.5e-05
                    283,                 1.2222,                 1.1274,                 1.3871,                0.41172,                0.29251,                0.24801,                0.10508,                 2.1709,                 2.2554,                 2.1953,             9.0875e-05,             9.0875e-05,             9.0875e-05
                    284,                 1.3069,                 1.2577,                 1.4822,                0.34392,                0.33318,                0.23938,                0.10488,                 2.1715,                 2.1953,                 2.2092,              8.675e-05,              8.675e-05,              8.675e-05
                    285,                 1.3128,                 1.1556,                 1.4452,                 0.4027,                0.30678,                0.24312,                0.11017,                 2.1188,                 2.2483,                 2.1684,             8.2625e-05,             8.2625e-05,             8.2625e-05
                    286,                 1.3106,                 1.1994,                 1.4524,                0.37949,                0.30134,                0.23237,                0.10815,                 2.1387,                 2.2378,                 2.1691,               7.85e-05,               7.85e-05,               7.85e-05
                    287,                  1.285,                 1.1485,                 1.4162,                0.38099,                0.28498,                0.23951,                0.10993,                 2.1731,                 2.2523,                 2.1968,             7.4375e-05,             7.4375e-05,             7.4375e-05
                    288,                  1.251,                 1.1491,                 1.4194,                0.44854,                0.27069,                0.25154,                 0.1131,                  2.176,                 2.1595,                 2.2102,              7.025e-05,              7.025e-05,              7.025e-05
                    289,                 1.2902,                 1.1533,                  1.425,                0.32871,                 0.3194,                0.22702,                 0.1059,                 2.1855,                 2.1839,                 2.2239,             6.6125e-05,             6.6125e-05,             6.6125e-05
